Date,Station,Duty Window Number,Rank,Fleet,Season,IrOps,Month,Month Number,Weekday,Weekday Number,Duty Window,Pairing Start Count,Multi-Day Pairing Count,INT Pairing Count,Standby Activation Count,Multi-Day Pairing Ratio,INT Pairing Ratio,Activation Rate
05-03-2025,DEL,1,CP,Airbus,1,0,March,3,Wednesday,2,0-4,5,2,0,1,0.4,0,0.2
05-03-2025,DEL,1,FO,Airbus,1,0,March,3,Wednesday,2,0-4,3,1,0,0,0.3333,0,0
05-03-2025,DEL,2,CP,Airbus,1,0,March,3,Wednesday,2,04-Aug,46,14,3,5,0.3043,0.0652,0.1087
05-03-2025,DEL,2,FO,Airbus,1,0,March,3,Wednesday,2,04-Aug,48,15,3,8,0.3125,0.0625,0.1667
05-03-2025,DEL,3,CP,Airbus,1,0,March,3,Wednesday,2,08-Dec,28,8,6,6,0.2857,0.2143,0.2143
05-03-2025,DEL,3,FO,Airbus,1,0,March,3,Wednesday,2,08-Dec,28,6,6,9,0.2143,0.2143,0.3214
05-03-2025,DEL,4,CP,Airbus,1,0,March,3,Wednesday,2,Dec-16,45,13,2,9,0.2889,0.0444,0.2
05-03-2025,DEL,4,FO,Airbus,1,0,March,3,Wednesday,2,Dec-16,39,9,2,6,0.2308,0.0513,0.1538
05-03-2025,DEL,5,CP,Airbus,1,0,March,3,Wednesday,2,16-20,34,8,4,3,0.2353,0.1176,0.0882
05-03-2025,DEL,5,FO,Airbus,1,0,March,3,Wednesday,2,16-20,34,7,4,3,0.2059,0.1176,0.0882
05-03-2025,DEL,6,CP,Airbus,1,0,March,3,Wednesday,2,20-24,21,11,7,4,0.5238,0.3333,0.1905
05-03-2025,DEL,6,FO,Airbus,1,0,March,3,Wednesday,2,20-24,24,12,7,4,0.5,0.2917,0.1667
06-03-2025,DEL,1,CP,Airbus,1,0,March,3,Thursday,3,0-4,5,3,1,0,0.6,0.2,0
06-03-2025,DEL,1,FO,Airbus,1,0,March,3,Thursday,3,0-4,4,2,1,1,0.5,0.25,0.25
06-03-2025,DEL,2,CP,Airbus,1,0,March,3,Thursday,3,04-Aug,44,13,2,6,0.2955,0.0455,0.1364
06-03-2025,DEL,2,FO,Airbus,1,0,March,3,Thursday,3,04-Aug,49,14,2,3,0.2857,0.0408,0.0612
06-03-2025,DEL,3,CP,Airbus,1,0,March,3,Thursday,3,08-Dec,32,8,6,2,0.25,0.1875,0.0625
06-03-2025,DEL,3,FO,Airbus,1,0,March,3,Thursday,3,08-Dec,24,3,4,4,0.125,0.1667,0.1667
06-03-2025,DEL,4,CP,Airbus,1,0,March,3,Thursday,3,Dec-16,44,9,4,6,0.2045,0.0909,0.1364
06-03-2025,DEL,4,FO,Airbus,1,0,March,3,Thursday,3,Dec-16,32,5,3,9,0.1562,0.0938,0.2812
06-03-2025,DEL,5,CP,Airbus,1,0,March,3,Thursday,3,16-20,46,12,5,3,0.2609,0.1087,0.0652
06-03-2025,DEL,5,FO,Airbus,1,0,March,3,Thursday,3,16-20,37,9,5,11,0.2432,0.1351,0.2973
06-03-2025,DEL,6,CP,Airbus,1,0,March,3,Thursday,3,20-24,30,12,8,2,0.4,0.2667,0.0667
06-03-2025,DEL,6,FO,Airbus,1,0,March,3,Thursday,3,20-24,23,10,8,4,0.4348,0.3478,0.1739
07-03-2025,DEL,1,CP,Airbus,1,0,March,3,Friday,4,0-4,6,3,1,0,0.5,0.1667,0
07-03-2025,DEL,1,FO,Airbus,1,0,March,3,Friday,4,0-4,6,3,1,0,0.5,0.1667,0
07-03-2025,DEL,2,CP,Airbus,1,0,March,3,Friday,4,04-Aug,48,13,3,9,0.2708,0.0625,0.1875
07-03-2025,DEL,2,FO,Airbus,1,0,March,3,Friday,4,04-Aug,44,13,3,8,0.2955,0.0682,0.1818
07-03-2025,DEL,3,CP,Airbus,1,0,March,3,Friday,4,08-Dec,37,9,6,5,0.2432,0.1622,0.1351
07-03-2025,DEL,3,FO,Airbus,1,0,March,3,Friday,4,08-Dec,34,9,6,7,0.2647,0.1765,0.2059
07-03-2025,DEL,4,CP,Airbus,1,0,March,3,Friday,4,Dec-16,36,5,3,5,0.1389,0.0833,0.1389
07-03-2025,DEL,4,FO,Airbus,1,0,March,3,Friday,4,Dec-16,34,6,3,9,0.1765,0.0882,0.2647
07-03-2025,DEL,5,CP,Airbus,1,0,March,3,Friday,4,16-20,48,10,4,2,0.2083,0.0833,0.0417
07-03-2025,DEL,5,FO,Airbus,1,0,March,3,Friday,4,16-20,38,6,4,7,0.1579,0.1053,0.1842
07-03-2025,DEL,6,CP,Airbus,1,0,March,3,Friday,4,20-24,24,13,7,3,0.5417,0.2917,0.125
07-03-2025,DEL,6,FO,Airbus,1,0,March,3,Friday,4,20-24,28,10,6,4,0.3571,0.2143,0.1429
08-03-2025,DEL,1,CP,Airbus,1,0,March,3,Saturday,5,0-4,4,2,0,1,0.5,0,0.25
08-03-2025,DEL,1,FO,Airbus,1,0,March,3,Saturday,5,0-4,4,1,0,0,0.25,0,0
08-03-2025,DEL,2,CP,Airbus,1,0,March,3,Saturday,5,04-Aug,53,17,4,4,0.3208,0.0755,0.0755
08-03-2025,DEL,2,FO,Airbus,1,0,March,3,Saturday,5,04-Aug,51,19,4,8,0.3725,0.0784,0.1569
08-03-2025,DEL,3,CP,Airbus,1,0,March,3,Saturday,5,08-Dec,27,5,5,3,0.1852,0.1852,0.1111
08-03-2025,DEL,3,FO,Airbus,1,0,March,3,Saturday,5,08-Dec,29,4,5,5,0.1379,0.1724,0.1724
08-03-2025,DEL,4,CP,Airbus,1,0,March,3,Saturday,5,Dec-16,36,7,3,5,0.1944,0.0833,0.1389
08-03-2025,DEL,4,FO,Airbus,1,0,March,3,Saturday,5,Dec-16,39,6,1,7,0.1538,0.0256,0.1795
08-03-2025,DEL,5,CP,Airbus,1,0,March,3,Saturday,5,16-20,41,15,5,5,0.3659,0.122,0.122
08-03-2025,DEL,5,FO,Airbus,1,0,March,3,Saturday,5,16-20,42,11,4,6,0.2619,0.0952,0.1429
08-03-2025,DEL,6,CP,Airbus,1,0,March,3,Saturday,5,20-24,25,12,7,3,0.48,0.28,0.12
08-03-2025,DEL,6,FO,Airbus,1,0,March,3,Saturday,5,20-24,24,9,7,4,0.375,0.2917,0.1667
09-03-2025,DEL,1,CP,Airbus,1,0,March,3,Sunday,6,0-4,4,3,0,0,0.75,0,0
09-03-2025,DEL,1,FO,Airbus,1,0,March,3,Sunday,6,0-4,6,2,0,1,0.3333,0,0.1667
09-03-2025,DEL,2,CP,Airbus,1,0,March,3,Sunday,6,04-Aug,44,12,3,5,0.2727,0.0682,0.1136
09-03-2025,DEL,2,FO,Airbus,1,0,March,3,Sunday,6,04-Aug,44,10,2,6,0.2273,0.0455,0.1364
09-03-2025,DEL,3,CP,Airbus,1,0,March,3,Sunday,6,08-Dec,32,9,6,0,0.2812,0.1875,0
09-03-2025,DEL,3,FO,Airbus,1,0,March,3,Sunday,6,08-Dec,30,7,6,8,0.2333,0.2,0.2667
09-03-2025,DEL,4,CP,Airbus,1,0,March,3,Sunday,6,Dec-16,39,8,2,9,0.2051,0.0513,0.2308
09-03-2025,DEL,4,FO,Airbus,1,0,March,3,Sunday,6,Dec-16,35,5,2,11,0.1429,0.0571,0.3143
09-03-2025,DEL,5,CP,Airbus,1,0,March,3,Sunday,6,16-20,41,9,5,4,0.2195,0.122,0.0976
09-03-2025,DEL,5,FO,Airbus,1,0,March,3,Sunday,6,16-20,44,7,5,10,0.1591,0.1136,0.2273
09-03-2025,DEL,6,CP,Airbus,1,0,March,3,Sunday,6,20-24,20,12,7,3,0.6,0.35,0.15
09-03-2025,DEL,6,FO,Airbus,1,0,March,3,Sunday,6,20-24,19,10,8,3,0.5263,0.4211,0.1579
10-03-2025,DEL,1,CP,Airbus,1,0,March,3,Monday,0,0-4,8,5,2,0,0.625,0.25,0
10-03-2025,DEL,1,FO,Airbus,1,0,March,3,Monday,0,0-4,5,1,1,1,0.2,0.2,0.2
10-03-2025,DEL,2,CP,Airbus,1,0,March,3,Monday,0,04-Aug,48,16,3,3,0.3333,0.0625,0.0625
10-03-2025,DEL,2,FO,Airbus,1,0,March,3,Monday,0,04-Aug,46,16,3,13,0.3478,0.0652,0.2826
10-03-2025,DEL,3,CP,Airbus,1,0,March,3,Monday,0,08-Dec,24,5,5,4,0.2083,0.2083,0.1667
10-03-2025,DEL,3,FO,Airbus,1,0,March,3,Monday,0,08-Dec,26,5,5,4,0.1923,0.1923,0.1538
10-03-2025,DEL,4,CP,Airbus,1,0,March,3,Monday,0,Dec-16,43,11,3,7,0.2558,0.0698,0.1628
10-03-2025,DEL,4,FO,Airbus,1,0,March,3,Monday,0,Dec-16,36,10,3,11,0.2778,0.0833,0.3056
10-03-2025,DEL,5,CP,Airbus,1,0,March,3,Monday,0,16-20,36,10,4,2,0.2778,0.1111,0.0556
10-03-2025,DEL,5,FO,Airbus,1,0,March,3,Monday,0,16-20,42,4,4,12,0.0952,0.0952,0.2857
10-03-2025,DEL,6,CP,Airbus,1,0,March,3,Monday,0,20-24,24,11,6,3,0.4583,0.25,0.125
10-03-2025,DEL,6,FO,Airbus,1,0,March,3,Monday,0,20-24,23,10,6,4,0.4348,0.2609,0.1739
11-03-2025,DEL,1,CP,Airbus,1,0,March,3,Tuesday,1,0-4,4,2,0,0,0.5,0,0
11-03-2025,DEL,1,FO,Airbus,1,0,March,3,Tuesday,1,0-4,6,4,0,0,0.6667,0,0
11-03-2025,DEL,2,CP,Airbus,1,0,March,3,Tuesday,1,04-Aug,53,16,2,8,0.3019,0.0377,0.1509
11-03-2025,DEL,2,FO,Airbus,1,0,March,3,Tuesday,1,04-Aug,44,13,2,6,0.2955,0.0455,0.1364
11-03-2025,DEL,3,CP,Airbus,1,0,March,3,Tuesday,1,08-Dec,28,7,8,3,0.25,0.2857,0.1071
11-03-2025,DEL,3,FO,Airbus,1,0,March,3,Tuesday,1,08-Dec,25,4,5,2,0.16,0.2,0.08
11-03-2025,DEL,4,CP,Airbus,1,0,March,3,Tuesday,1,Dec-16,43,10,2,5,0.2326,0.0465,0.1163
11-03-2025,DEL,4,FO,Airbus,1,0,March,3,Tuesday,1,Dec-16,42,4,2,9,0.0952,0.0476,0.2143
11-03-2025,DEL,5,CP,Airbus,1,0,March,3,Tuesday,1,16-20,42,13,4,4,0.3095,0.0952,0.0952
11-03-2025,DEL,5,FO,Airbus,1,0,March,3,Tuesday,1,16-20,43,9,4,8,0.2093,0.093,0.186
11-03-2025,DEL,6,CP,Airbus,1,0,March,3,Tuesday,1,20-24,27,12,6,1,0.4444,0.2222,0.037
11-03-2025,DEL,6,FO,Airbus,1,0,March,3,Tuesday,1,20-24,23,8,6,4,0.3478,0.2609,0.1739
12-03-2025,DEL,1,CP,Airbus,1,0,March,3,Wednesday,2,0-4,5,2,0,0,0.4,0,0
12-03-2025,DEL,1,FO,Airbus,1,0,March,3,Wednesday,2,0-4,9,3,0,1,0.3333,0,0.1111
12-03-2025,DEL,2,CP,Airbus,1,0,March,3,Wednesday,2,04-Aug,48,15,3,4,0.3125,0.0625,0.0833
12-03-2025,DEL,2,FO,Airbus,1,0,March,3,Wednesday,2,04-Aug,43,14,3,6,0.3256,0.0698,0.1395
12-03-2025,DEL,3,CP,Airbus,1,0,March,3,Wednesday,2,08-Dec,33,9,6,6,0.2727,0.1818,0.1818
12-03-2025,DEL,3,FO,Airbus,1,0,March,3,Wednesday,2,08-Dec,30,7,6,6,0.2333,0.2,0.2
12-03-2025,DEL,4,CP,Airbus,1,0,March,3,Wednesday,2,Dec-16,43,8,2,10,0.186,0.0465,0.2326
12-03-2025,DEL,4,FO,Airbus,1,0,March,3,Wednesday,2,Dec-16,35,7,2,6,0.2,0.0571,0.1714
12-03-2025,DEL,5,CP,Airbus,1,0,March,3,Wednesday,2,16-20,47,13,4,8,0.2766,0.0851,0.1702
12-03-2025,DEL,5,FO,Airbus,1,0,March,3,Wednesday,2,16-20,40,12,4,10,0.3,0.1,0.25
12-03-2025,DEL,6,CP,Airbus,1,0,March,3,Wednesday,2,20-24,24,13,7,3,0.5417,0.2917,0.125
12-03-2025,DEL,6,FO,Airbus,1,0,March,3,Wednesday,2,20-24,24,8,7,2,0.3333,0.2917,0.0833
13-03-2025,DEL,1,CP,Airbus,1,0,March,3,Thursday,3,0-4,5,3,1,0,0.6,0.2,0
13-03-2025,DEL,1,FO,Airbus,1,0,March,3,Thursday,3,0-4,5,2,1,0,0.4,0.2,0
13-03-2025,DEL,2,CP,Airbus,1,0,March,3,Thursday,3,04-Aug,51,17,3,5,0.3333,0.0588,0.098
13-03-2025,DEL,2,FO,Airbus,1,0,March,3,Thursday,3,04-Aug,44,14,2,6,0.3182,0.0455,0.1364
13-03-2025,DEL,3,CP,Airbus,1,0,March,3,Thursday,3,08-Dec,29,6,5,3,0.2069,0.1724,0.1034
13-03-2025,DEL,3,FO,Airbus,1,0,March,3,Thursday,3,08-Dec,26,5,5,6,0.1923,0.1923,0.2308
13-03-2025,DEL,4,CP,Airbus,1,0,March,3,Thursday,3,Dec-16,43,7,2,4,0.1628,0.0465,0.093
13-03-2025,DEL,4,FO,Airbus,1,0,March,3,Thursday,3,Dec-16,32,4,2,9,0.125,0.0625,0.2812
13-03-2025,DEL,5,CP,Airbus,1,0,March,3,Thursday,3,16-20,47,7,4,4,0.1489,0.0851,0.0851
13-03-2025,DEL,5,FO,Airbus,1,0,March,3,Thursday,3,16-20,41,10,4,7,0.2439,0.0976,0.1707
13-03-2025,DEL,6,CP,Airbus,1,0,March,3,Thursday,3,20-24,27,12,8,2,0.4444,0.2963,0.0741
13-03-2025,DEL,6,FO,Airbus,1,0,March,3,Thursday,3,20-24,30,11,8,9,0.3667,0.2667,0.3
14-03-2025,DEL,1,CP,Airbus,1,0,March,3,Friday,4,0-4,5,2,0,0,0.4,0,0
14-03-2025,DEL,1,FO,Airbus,1,0,March,3,Friday,4,0-4,4,3,0,1,0.75,0,0.25
14-03-2025,DEL,2,CP,Airbus,1,0,March,3,Friday,4,04-Aug,46,13,3,2,0.2826,0.0652,0.0435
14-03-2025,DEL,2,FO,Airbus,1,0,March,3,Friday,4,04-Aug,45,14,3,4,0.3111,0.0667,0.0889
14-03-2025,DEL,3,CP,Airbus,1,0,March,3,Friday,4,08-Dec,29,6,6,3,0.2069,0.2069,0.1034
14-03-2025,DEL,3,FO,Airbus,1,0,March,3,Friday,4,08-Dec,34,6,6,3,0.1765,0.1765,0.0882
14-03-2025,DEL,4,CP,Airbus,1,0,March,3,Friday,4,Dec-16,43,7,2,11,0.1628,0.0465,0.2558
14-03-2025,DEL,4,FO,Airbus,1,0,March,3,Friday,4,Dec-16,37,3,2,7,0.0811,0.0541,0.1892
14-03-2025,DEL,5,CP,Airbus,1,0,March,3,Friday,4,16-20,40,12,4,3,0.3,0.1,0.075
14-03-2025,DEL,5,FO,Airbus,1,0,March,3,Friday,4,16-20,37,13,4,5,0.3514,0.1081,0.1351
14-03-2025,DEL,6,CP,Airbus,1,0,March,3,Friday,4,20-24,25,13,7,3,0.52,0.28,0.12
14-03-2025,DEL,6,FO,Airbus,1,0,March,3,Friday,4,20-24,21,13,7,4,0.619,0.3333,0.1905
15-03-2025,DEL,1,CP,Airbus,1,0,March,3,Saturday,5,0-4,6,2,0,1,0.3333,0,0.1667
15-03-2025,DEL,1,FO,Airbus,1,0,March,3,Saturday,5,0-4,4,3,0,2,0.75,0,0.5
15-03-2025,DEL,2,CP,Airbus,1,0,March,3,Saturday,5,04-Aug,51,13,5,3,0.2549,0.098,0.0588
15-03-2025,DEL,2,FO,Airbus,1,0,March,3,Saturday,5,04-Aug,48,14,4,6,0.2917,0.0833,0.125
15-03-2025,DEL,3,CP,Airbus,1,0,March,3,Saturday,5,08-Dec,30,8,4,7,0.2667,0.1333,0.2333
15-03-2025,DEL,3,FO,Airbus,1,0,March,3,Saturday,5,08-Dec,22,4,5,1,0.1818,0.2273,0.0455
15-03-2025,DEL,4,CP,Airbus,1,0,March,3,Saturday,5,Dec-16,45,10,3,7,0.2222,0.0667,0.1556
15-03-2025,DEL,4,FO,Airbus,1,0,March,3,Saturday,5,Dec-16,41,8,4,11,0.1951,0.0976,0.2683
15-03-2025,DEL,5,CP,Airbus,1,0,March,3,Saturday,5,16-20,37,12,4,7,0.3243,0.1081,0.1892
15-03-2025,DEL,5,FO,Airbus,1,0,March,3,Saturday,5,16-20,34,12,4,11,0.3529,0.1176,0.3235
15-03-2025,DEL,6,CP,Airbus,1,0,March,3,Saturday,5,20-24,24,12,6,1,0.5,0.25,0.0417
15-03-2025,DEL,6,FO,Airbus,1,0,March,3,Saturday,5,20-24,25,12,6,5,0.48,0.24,0.2
16-03-2025,DEL,1,CP,Airbus,1,0,March,3,Sunday,6,0-4,8,3,2,0,0.375,0.25,0
16-03-2025,DEL,1,FO,Airbus,1,0,March,3,Sunday,6,0-4,4,1,1,0,0.25,0.25,0
16-03-2025,DEL,2,CP,Airbus,1,0,March,3,Sunday,6,04-Aug,46,11,2,5,0.2391,0.0435,0.1087
16-03-2025,DEL,2,FO,Airbus,1,0,March,3,Sunday,6,04-Aug,44,11,2,5,0.25,0.0455,0.1136
16-03-2025,DEL,3,CP,Airbus,1,0,March,3,Sunday,6,08-Dec,29,7,4,4,0.2414,0.1379,0.1379
16-03-2025,DEL,3,FO,Airbus,1,0,March,3,Sunday,6,08-Dec,29,7,6,2,0.2414,0.2069,0.069
16-03-2025,DEL,4,CP,Airbus,1,0,March,3,Sunday,6,Dec-16,42,6,4,4,0.1429,0.0952,0.0952
16-03-2025,DEL,4,FO,Airbus,1,0,March,3,Sunday,6,Dec-16,30,6,3,5,0.2,0.1,0.1667
16-03-2025,DEL,5,CP,Airbus,1,0,March,3,Sunday,6,16-20,42,10,5,3,0.2381,0.119,0.0714
16-03-2025,DEL,5,FO,Airbus,1,0,March,3,Sunday,6,16-20,40,8,5,8,0.2,0.125,0.2
16-03-2025,DEL,6,CP,Airbus,1,0,March,3,Sunday,6,20-24,26,13,6,3,0.5,0.2308,0.1154
16-03-2025,DEL,6,FO,Airbus,1,0,March,3,Sunday,6,20-24,20,11,6,0,0.55,0.3,0
17-03-2025,DEL,1,CP,Airbus,1,0,March,3,Monday,0,0-4,4,2,0,0,0.5,0,0
17-03-2025,DEL,1,FO,Airbus,1,0,March,3,Monday,0,0-4,4,0,0,1,0,0,0.25
17-03-2025,DEL,2,CP,Airbus,1,0,March,3,Monday,0,04-Aug,51,15,3,7,0.2941,0.0588,0.1373
17-03-2025,DEL,2,FO,Airbus,1,0,March,3,Monday,0,04-Aug,47,15,4,8,0.3191,0.0851,0.1702
17-03-2025,DEL,3,CP,Airbus,1,0,March,3,Monday,0,08-Dec,31,6,6,3,0.1935,0.1935,0.0968
17-03-2025,DEL,3,FO,Airbus,1,0,March,3,Monday,0,08-Dec,25,4,5,5,0.16,0.2,0.2
17-03-2025,DEL,4,CP,Airbus,1,0,March,3,Monday,0,Dec-16,45,9,2,10,0.2,0.0444,0.2222
17-03-2025,DEL,4,FO,Airbus,1,0,March,3,Monday,0,Dec-16,40,8,3,6,0.2,0.075,0.15
17-03-2025,DEL,5,CP,Airbus,1,0,March,3,Monday,0,16-20,38,10,5,4,0.2632,0.1316,0.1053
17-03-2025,DEL,5,FO,Airbus,1,0,March,3,Monday,0,16-20,35,9,4,2,0.2571,0.1143,0.0571
17-03-2025,DEL,6,CP,Airbus,1,0,March,3,Monday,0,20-24,27,13,7,2,0.4815,0.2593,0.0741
17-03-2025,DEL,6,FO,Airbus,1,0,March,3,Monday,0,20-24,25,10,7,2,0.4,0.28,0.08
18-03-2025,DEL,1,CP,Airbus,1,0,March,3,Tuesday,1,0-4,4,2,1,1,0.5,0.25,0.25
18-03-2025,DEL,1,FO,Airbus,1,0,March,3,Tuesday,1,0-4,4,1,0,0,0.25,0,0
18-03-2025,DEL,2,CP,Airbus,1,0,March,3,Tuesday,1,04-Aug,47,16,2,3,0.3404,0.0426,0.0638
18-03-2025,DEL,2,FO,Airbus,1,0,March,3,Tuesday,1,04-Aug,43,14,2,6,0.3256,0.0465,0.1395
18-03-2025,DEL,3,CP,Airbus,1,0,March,3,Tuesday,1,08-Dec,35,7,6,6,0.2,0.1714,0.1714
18-03-2025,DEL,3,FO,Airbus,1,0,March,3,Tuesday,1,08-Dec,28,6,6,6,0.2143,0.2143,0.2143
18-03-2025,DEL,4,CP,Airbus,1,0,March,3,Tuesday,1,Dec-16,40,10,3,7,0.25,0.075,0.175
18-03-2025,DEL,4,FO,Airbus,1,0,March,3,Tuesday,1,Dec-16,34,10,3,7,0.2941,0.0882,0.2059
18-03-2025,DEL,5,CP,Airbus,1,0,March,3,Tuesday,1,16-20,38,9,4,3,0.2368,0.1053,0.0789
18-03-2025,DEL,5,FO,Airbus,1,0,March,3,Tuesday,1,16-20,39,8,4,4,0.2051,0.1026,0.1026
18-03-2025,DEL,6,CP,Airbus,1,0,March,3,Tuesday,1,20-24,24,13,6,3,0.5417,0.25,0.125
18-03-2025,DEL,6,FO,Airbus,1,0,March,3,Tuesday,1,20-24,19,8,6,3,0.4211,0.3158,0.1579
19-03-2025,DEL,1,CP,Airbus,1,0,March,3,Wednesday,2,0-4,4,2,0,0,0.5,0,0
19-03-2025,DEL,1,FO,Airbus,1,0,March,3,Wednesday,2,0-4,4,3,0,0,0.75,0,0
19-03-2025,DEL,2,CP,Airbus,1,0,March,3,Wednesday,2,04-Aug,48,15,4,4,0.3125,0.0833,0.0833
19-03-2025,DEL,2,FO,Airbus,1,0,March,3,Wednesday,2,04-Aug,45,13,3,8,0.2889,0.0667,0.1778
19-03-2025,DEL,3,CP,Airbus,1,0,March,3,Wednesday,2,08-Dec,35,9,6,4,0.2571,0.1714,0.1143
19-03-2025,DEL,3,FO,Airbus,1,0,March,3,Wednesday,2,08-Dec,24,7,7,4,0.2917,0.2917,0.1667
19-03-2025,DEL,4,CP,Airbus,1,0,March,3,Wednesday,2,Dec-16,37,6,2,6,0.1622,0.0541,0.1622
19-03-2025,DEL,4,FO,Airbus,1,0,March,3,Wednesday,2,Dec-16,38,4,2,11,0.1053,0.0526,0.2895
19-03-2025,DEL,5,CP,Airbus,1,0,March,3,Wednesday,2,16-20,50,12,5,7,0.24,0.1,0.14
19-03-2025,DEL,5,FO,Airbus,1,0,March,3,Wednesday,2,16-20,40,11,4,10,0.275,0.1,0.25
19-03-2025,DEL,6,CP,Airbus,1,0,March,3,Wednesday,2,20-24,28,14,7,2,0.5,0.25,0.0714
19-03-2025,DEL,6,FO,Airbus,1,0,March,3,Wednesday,2,20-24,26,12,7,2,0.4615,0.2692,0.0769
20-03-2025,DEL,1,CP,Airbus,1,0,March,3,Thursday,3,0-4,4,2,0,0,0.5,0,0
20-03-2025,DEL,1,FO,Airbus,1,0,March,3,Thursday,3,0-4,3,2,1,0,0.6667,0.3333,0
20-03-2025,DEL,2,CP,Airbus,1,0,March,3,Thursday,3,04-Aug,46,13,3,7,0.2826,0.0652,0.1522
20-03-2025,DEL,2,FO,Airbus,1,0,March,3,Thursday,3,04-Aug,40,10,3,5,0.25,0.075,0.125
20-03-2025,DEL,3,CP,Airbus,1,0,March,3,Thursday,3,08-Dec,37,9,6,5,0.2432,0.1622,0.1351
20-03-2025,DEL,3,FO,Airbus,1,0,March,3,Thursday,3,08-Dec,31,5,5,4,0.1613,0.1613,0.129
20-03-2025,DEL,4,CP,Airbus,1,0,March,3,Thursday,3,Dec-16,45,7,2,4,0.1556,0.0444,0.0889
20-03-2025,DEL,4,FO,Airbus,1,0,March,3,Thursday,3,Dec-16,29,6,2,5,0.2069,0.069,0.1724
20-03-2025,DEL,5,CP,Airbus,1,0,March,3,Thursday,3,16-20,45,13,4,1,0.2889,0.0889,0.0222
20-03-2025,DEL,5,FO,Airbus,1,0,March,3,Thursday,3,16-20,46,10,4,8,0.2174,0.087,0.1739
20-03-2025,DEL,6,CP,Airbus,1,0,March,3,Thursday,3,20-24,31,12,8,3,0.3871,0.2581,0.0968
20-03-2025,DEL,6,FO,Airbus,1,0,March,3,Thursday,3,20-24,25,8,8,1,0.32,0.32,0.04
21-03-2025,DEL,1,CP,Airbus,1,0,March,3,Friday,4,0-4,4,2,0,0,0.5,0,0
21-03-2025,DEL,1,FO,Airbus,1,0,March,3,Friday,4,0-4,5,2,0,0,0.4,0,0
21-03-2025,DEL,2,CP,Airbus,1,0,March,3,Friday,4,04-Aug,42,13,3,4,0.3095,0.0714,0.0952
21-03-2025,DEL,2,FO,Airbus,1,0,March,3,Friday,4,04-Aug,42,14,3,7,0.3333,0.0714,0.1667
21-03-2025,DEL,3,CP,Airbus,1,0,March,3,Friday,4,08-Dec,37,10,8,3,0.2703,0.2162,0.0811
21-03-2025,DEL,3,FO,Airbus,1,0,March,3,Friday,4,08-Dec,29,8,6,9,0.2759,0.2069,0.3103
21-03-2025,DEL,4,CP,Airbus,1,0,March,3,Friday,4,Dec-16,51,8,3,4,0.1569,0.0588,0.0784
21-03-2025,DEL,4,FO,Airbus,1,0,March,3,Friday,4,Dec-16,39,7,3,7,0.1795,0.0769,0.1795
21-03-2025,DEL,5,CP,Airbus,1,0,March,3,Friday,4,16-20,47,10,4,0,0.2128,0.0851,0
21-03-2025,DEL,5,FO,Airbus,1,0,March,3,Friday,4,16-20,35,7,5,3,0.2,0.1429,0.0857
21-03-2025,DEL,6,CP,Airbus,1,0,March,3,Friday,4,20-24,30,13,7,1,0.4333,0.2333,0.0333
21-03-2025,DEL,6,FO,Airbus,1,0,March,3,Friday,4,20-24,24,10,7,2,0.4167,0.2917,0.0833
22-03-2025,DEL,1,CP,Airbus,1,0,March,3,Saturday,5,0-4,3,3,1,0,1,0.3333,0
22-03-2025,DEL,1,FO,Airbus,1,0,March,3,Saturday,5,0-4,3,2,0,1,0.6667,0,0.3333
22-03-2025,DEL,2,CP,Airbus,1,0,March,3,Saturday,5,04-Aug,53,20,7,6,0.3774,0.1321,0.1132
22-03-2025,DEL,2,FO,Airbus,1,0,March,3,Saturday,5,04-Aug,48,13,3,8,0.2708,0.0625,0.1667
22-03-2025,DEL,3,CP,Airbus,1,0,March,3,Saturday,5,08-Dec,33,9,8,5,0.2727,0.2424,0.1515
22-03-2025,DEL,3,FO,Airbus,1,0,March,3,Saturday,5,08-Dec,24,5,4,2,0.2083,0.1667,0.0833
22-03-2025,DEL,4,CP,Airbus,1,0,March,3,Saturday,5,Dec-16,42,6,2,8,0.1429,0.0476,0.1905
22-03-2025,DEL,4,FO,Airbus,1,0,March,3,Saturday,5,Dec-16,32,6,2,10,0.1875,0.0625,0.3125
22-03-2025,DEL,5,CP,Airbus,1,0,March,3,Saturday,5,16-20,40,11,4,6,0.275,0.1,0.15
22-03-2025,DEL,5,FO,Airbus,1,0,March,3,Saturday,5,16-20,38,9,4,8,0.2368,0.1053,0.2105
22-03-2025,DEL,6,CP,Airbus,1,0,March,3,Saturday,5,20-24,21,10,6,0,0.4762,0.2857,0
22-03-2025,DEL,6,FO,Airbus,1,0,March,3,Saturday,5,20-24,20,8,6,7,0.4,0.3,0.35
23-03-2025,DEL,1,CP,Airbus,1,0,March,3,Sunday,6,0-4,4,2,2,0,0.5,0.5,0
23-03-2025,DEL,1,FO,Airbus,1,0,March,3,Sunday,6,0-4,6,2,1,1,0.3333,0.1667,0.1667
23-03-2025,DEL,2,CP,Airbus,1,0,March,3,Sunday,6,04-Aug,47,14,3,3,0.2979,0.0638,0.0638
23-03-2025,DEL,2,FO,Airbus,1,0,March,3,Sunday,6,04-Aug,48,15,3,11,0.3125,0.0625,0.2292
23-03-2025,DEL,3,CP,Airbus,1,0,March,3,Sunday,6,08-Dec,28,9,6,2,0.3214,0.2143,0.0714
